TransformerID,InstallationDate,MaintenanceSchedule,ReplacementHistory,MaintenanceID,MaintenanceType,MaintenanceDate,TransformerLoad,Temperature,Humidity,Precipitation,Alerts,IncidentType,IncidentDetails,OperationID,OperatingTime,LoadCondition,PerformanceMetrics
TxID_6398,2000-03-02,2022-11-13,No major replacements,MNT-18551,Preventive Maintenance,2023-01-06,1309.8197130407605,51.93916099537851,70.15842191659291,46.076857359724585,None,None,No incidents,OP-7031,35.26853756003301,Normal Load,Performance with a load of 1309.8197130407605 KW and temperature 51.93916099537851°C. Stable operating conditions without any Incidents
TxID_6714,2011-01-19,2023-04-21,No major replacements,MNT-68293,Preventive Maintenance,2023-10-11,1613.7440052540273,45.25525993059038,69.09636490027007,1.8197549854157447,None,Flood,Flood occurred causing minor damage,OP-6172,35.26853756003301,High Load,Performance with a load of 1613.7440052540273 KW and temperature 45.25525993059038°C. Operating conditions were impacted by Flood occurred causing minor damage.
TxID_6714,2001-06-06,2023-05-12,No major replacements,MNT-29375,Preventive Maintenance,2023-10-24,1315.3107766323792,55.71990362990444,56.74943390239831,9.807780244009079,None,None,No incidents,OP-1321,34.92482308553286,Normal Load,Performance with a load of 1315.3107766323792 KW and temperature 55.71990362990444°C. Stable operating conditions without any Incidents
TxID_8120,2002-05-20,2023-10-01,Replaced major components,MNT-25896,Emergency Maintenance,2023-10-07,1912.8025545659566,57.67883191773953,88.21179764754122,9.477720519324034,None,None,No incidents,OP-7046,34.790777392620925,High Load,Performance with a load of 1912.8025545659566 KW and temperature 57.67883191773953°C. Stable operating conditions without any Incidents
TxID_6844,2002-01-02,2020-03-23,No major replacements,MNT-84428,Corrective Maintenance,2021-10-19,1058.925885015954,25.78082999053133,25.637135236572632,27.372844385981104,None,None,No incidents,OP-3143,34.790777392620925,Normal Load,Performance with a load of 1058.925885015954 KW and temperature 25.78082999053133°C. Stable operating conditions without any Incidents
TxID_8771,2002-06-27,2022-05-19,Replaced major components,MNT-25237,Emergency Maintenance,2023-07-07,1186.320518764565,20.700869031055483,78.97077917240418,2.5548332485123115,None,None,No incidents,OP-1402,34.790777392620925,Normal Load,Performance with a load of 1186.320518764565 KW and temperature 20.700869031055483°C. Stable operating conditions without any Incidents
TxID_6337,2003-04-03,2021-05-03,No major replacements,MNT-55760,Corrective Maintenance,2022-12-30,1269.6046493791455,75.29646287506242,73.1567974517574,24.484885514830047,None,None,No incidents,OP-1865,34.790777392620925,Normal Load,Performance with a load of 1269.6046493791455 KW and temperature 75.29646287506242°C. Stable operating conditions without any Incidents
TxID_9814,2004-01-31,2021-09-23,Replaced major components,MNT-73247,Emergency Maintenance,2023-07-15,1489.5632964279368,24.816588439188266,44.88086871658641,18.286599207276943,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-2345,34.790777392620925,Normal Load,Performance with a load of 1489.5632964279368 KW and temperature 24.816588439188266°C. Operating conditions were impacted by Lightning Strike occurred causing minor damage.
TxID_9177,2014-03-28,2021-05-17,No major replacements,MNT-17815,Preventive Maintenance,2021-11-04,1804.5136490190405,56.4317530718726,28.699313103478687,14.705026891248307,None,None,No incidents,OP-3691,34.790777392620925,High Load,Performance with a load of 1804.5136490190405 KW and temperature 56.4317530718726°C. Stable operating conditions without any Incidents
TxID_2604,2005-09-10,2023-10-07,No major replacements,MNT-50027,Preventive Maintenance,2023-12-22,532.2950574873992,61.97585707959138,25.668834539423734,19.9874248165232,None,Flood,Flood occurred causing minor damage,OP-6683,34.790777392620925,Normal Load,Performance with a load of 532.2950574873992 KW and temperature 61.97585707959138°C. Operating conditions were impacted by Flood occurred causing minor damage.
TxID_4393,2005-02-19,2021-12-30,No major replacements,MNT-81512,Preventive Maintenance,2022-08-31,676.6745020697005,48.25547239423311,81.68445042747764,41.63518818811631,None,Flood,Flood occurred causing minor damage,OP-7563,34.790777392620925,Normal Load,Performance with a load of 676.6745020697005 KW and temperature 48.25547239423311°C. Operating conditions were impacted by Flood occurred causing minor damage.
TxID_4073,2013-04-06,2023-02-01,No major replacements,MNT-65459,Preventive Maintenance,2023-09-15,345.4888589059487,20.578244480271604,50.98385812807579,32.503807392598645,None,Flood,Flood occurred causing minor damage,OP-8421,34.790777392620925,Normal Load,Performance with a load of 345.4888589059487 KW and temperature 20.578244480271604°C. Operating conditions were impacted by Flood occurred causing minor damage.
TxID_6517,2005-05-28,2023-10-14,No major replacements,MNT-61878,Preventive Maintenance,2023-12-12,1082.0085703926259,52.39157228500738,78.83207035852266,20.275702290577303,None,None,No incidents,OP-7160,34.58634821881362,Normal Load,Performance with a load of 1082.0085703926259 KW and temperature 52.39157228500738°C. Stable operating conditions without any Incidents
TxID_4748,2013-02-23,2022-10-02,No major replacements,MNT-27287,Preventive Maintenance,2023-07-06,190.39443892923833,36.04625172234671,65.30795669168775,17.806366272672864,None,Storm,Severe weather affecting transformer,OP-2711,34.41280523261736,Normal Load,Performance with a load of 190.39443892923833 KW and temperature 36.04625172234671°C. Operating conditions were impacted by Severe weather affecting transformer.
TxID_6467,2008-01-26,2020-07-24,No major replacements,MNT-32676,Preventive Maintenance,2021-10-08,606.2672753893553,89.80595243602502,44.25073228293998,38.745560551971124,None,None,No incidents,OP-7262,34.36016153047422,Normal Load,Performance with a load of 606.2672753893553 KW and temperature 89.80595243602502°C. Stable operating conditions without any Incidents
TxID_4828,2003-04-18,2022-05-25,No major replacements,MNT-41410,Preventive Maintenance,2022-11-03,622.4876404378366,99.24713073488988,61.828999832586135,32.77102728728869,High Temperature Alert,Storm,Severe weather affecting transformer,OP-8221,34.25405227311811,Normal Load,Performance with a load of 622.4876404378366 KW and temperature 99.24713073488988°C. Operating conditions were impacted by Severe weather affecting transformer.
TxID_4609,2013-02-26,2022-01-27,No major replacements,MNT-44277,Preventive Maintenance,2022-10-08,1612.5231308034085,39.13234389640529,68.2867564084878,7.070616860658801,None,None,No incidents,OP-7740,34.00208683852249,High Load,Performance with a load of 1612.5231308034085 KW and temperature 39.13234389640529°C. Stable operating conditions without any Incidents
TxID_6398,2004-11-26,2023-04-15,No major replacements,MNT-50253,Corrective Maintenance,2023-12-10,442.84612156319554,61.734507770495185,91.30593604674812,11.53496776224312,None,None,No incidents,OP-8446,33.96557845742163,Normal Load,Performance with a load of 442.84612156319554 KW and temperature 61.734507770495185°C. Stable operating conditions without any Incidents
TxID_6841,2013-05-14,2021-10-04,No major replacements,MNT-12017,Preventive Maintenance,2023-05-27,335.6240674113201,61.39541816963409,44.70015716799637,40.93984435977272,None,None,No incidents,OP-1189,33.83676056733595,Normal Load,Performance with a load of 335.6240674113201 KW and temperature 61.39541816963409°C. Stable operating conditions without any Incidents
TxID_6746,2011-10-28,2020-06-21,No major replacements,MNT-38259,Preventive Maintenance,2021-10-03,1460.601667262396,93.53239974431364,75.25714785739873,5.916390318130577,High Temperature Alert,Flood,Flood occurred causing minor damage,OP-9870,33.16708665232216,Normal Load,Performance with a load of 1460.601667262396 KW and temperature 93.53239974431364°C. Operating conditions were impacted by Flood occurred causing minor damage.
TxID_4182,2011-01-06,2021-04-09,No major replacements,MNT-93885,Preventive Maintenance,2022-10-21,1741.247830983797,88.52642993137238,89.29926992173708,45.837122638990444,None,None,No incidents,OP-2623,33.16708665232216,High Load,Performance with a load of 1741.247830983797 KW and temperature 88.52642993137238°C. Stable operating conditions without any Incidents
TxID_5516,2009-09-17,2022-07-22,No major replacements,MNT-40921,Preventive Maintenance,2023-08-06,1438.4940047742732,32.73322899707206,38.6113003296248,28.906432512381357,None,Flood,Flood occurred causing minor damage,OP-5354,33.14729211336474,Normal Load,Performance with a load of 1438.4940047742732 KW and temperature 32.73322899707206°C. Operating conditions were impacted by Flood occurred causing minor damage.
TxID_2335,2005-04-06,2020-07-14,No major replacements,MNT-77112,Preventive Maintenance,2023-05-15,236.66049419844978,27.584496601229862,36.39676191062974,30.09164768760381,None,Storm,Severe weather affecting transformer,OP-9416,33.14729211336474,Normal Load,Performance with a load of 236.66049419844978 KW and temperature 27.584496601229862°C. Operating conditions were impacted by Severe weather affecting transformer.
TxID_2735,2003-02-13,2023-05-31,No major replacements,MNT-78540,Preventive Maintenance,2023-07-01,1605.0170968908033,38.27107316783349,96.89874796076276,27.389432417458426,None,None,No incidents,OP-4705,33.14729211336474,High Load,Performance with a load of 1605.0170968908033 KW and temperature 38.27107316783349°C. Stable operating conditions without any Incidents
TxID_4276,2009-05-30,2022-03-08,No major replacements,MNT-19825,Preventive Maintenance,2022-03-10,1457.059510090993,24.953647745337292,37.66296911689749,3.284857873701974,None,None,No incidents,OP-7014,32.987538061604,Normal Load,Performance with a load of 1457.059510090993 KW and temperature 24.953647745337292°C. Stable operating conditions without any Incidents
TxID_4082,2000-12-13,2020-06-27,Replaced major components,MNT-25619,Emergency Maintenance,2022-03-16,284.8043245647806,51.041154586264426,39.50396478487547,21.29804893985258,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-1897,32.987538061604,Normal Load,Performance with a load of 284.8043245647806 KW and temperature 51.041154586264426°C. Operating conditions were impacted by Lightning Strike occurred causing minor damage.
TxID_3023,2006-10-16,2020-09-17,Replaced major components,MNT-79912,Emergency Maintenance,2023-11-15,484.9061869932061,34.97423360001031,32.32944186359971,47.93287203937599,None,Storm,Severe weather affecting transformer,OP-2747,32.987538061604,Normal Load,Performance with a load of 484.9061869932061 KW and temperature 34.97423360001031°C. Operating conditions were impacted by Severe weather affecting transformer.
TxID_3468,2009-12-30,2020-10-06,No major replacements,MNT-66002,Preventive Maintenance,2022-08-20,840.24713992556,98.83918528391536,44.346553390581356,3.657264259852772,High Temperature Alert,Lightning Strike,Lightning Strike occurred causing minor damage,OP-3487,32.987538061604,Normal Load,Performance with a load of 840.24713992556 KW and temperature 98.83918528391536°C. Operating conditions were impacted by Lightning Strike occurred causing minor damage.
TxID_3356,2010-03-26,2022-09-29,No major replacements,MNT-80649,Preventive Maintenance,2023-09-17,1787.4708041969118,25.073348815989654,63.50314140631899,48.106587097164834,None,Storm,Severe weather affecting transformer,OP-8779,32.987538061604,High Load,Performance with a load of 1787.4708041969118 KW and temperature 25.073348815989654°C. Operating conditions were impacted by Severe weather affecting transformer.
TxID_7265,2004-01-19,2022-02-07,No major replacements,MNT-24483,Preventive Maintenance,2023-09-30,1388.7896199679487,88.82455724668236,91.98769095768466,40.943081427550204,None,None,No incidents,OP-1393,32.987538061604,Normal Load,Performance with a load of 1388.7896199679487 KW and temperature 88.82455724668236°C. Stable operating conditions without any Incidents
TxID_1803,2011-11-27,2023-10-28,No major replacements,MNT-56276,Preventive Maintenance,2023-11-24,1777.59319827828,37.194784946778995,76.96524111679504,25.68685879912967,None,None,No incidents,OP-7107,32.987538061604,High Load,Performance with a load of 1777.59319827828 KW and temperature 37.194784946778995°C. Stable operating conditions without any Incidents
TxID_9612,2006-11-29,2023-07-21,Replaced major components,MNT-92370,Emergency Maintenance,2023-10-12,526.9288970952032,50.51859613032333,61.544028885816935,19.319676355385607,None,None,No incidents,OP-2799,32.987538061604,Normal Load,Performance with a load of 526.9288970952032 KW and temperature 50.51859613032333°C. Stable operating conditions without any Incidents
TxID_3800,2003-09-24,2021-03-20,No major replacements,MNT-13852,Preventive Maintenance,2023-07-31,828.2605191601615,88.7278120244201,63.33596288500681,48.93286173339024,None,None,No incidents,OP-3066,32.987538061604,Normal Load,Performance with a load of 828.2605191601615 KW and temperature 88.7278120244201°C. Stable operating conditions without any Incidents
TxID_2311,2011-01-25,2020-02-13,No major replacements,MNT-73585,Preventive Maintenance,2022-10-30,1317.3817470435652,41.337046441362546,24.940380062528043,33.37026343401025,None,None,No incidents,OP-2916,32.987538061604,Normal Load,Performance with a load of 1317.3817470435652 KW and temperature 41.337046441362546°C. Stable operating conditions without any Incidents
TxID_5819,2012-09-03,2023-01-03,Replaced major components,MNT-38277,Emergency Maintenance,2023-11-29,281.4568502047921,92.35985419574318,20.042924521854513,4.787097330719675,High Temperature Alert,None,No incidents,OP-8005,32.987538061604,Normal Load,Performance with a load of 281.4568502047921 KW and temperature 92.35985419574318°C. Stable operating conditions without any Incidents
TxID_8372,2011-11-04,2023-02-28,No major replacements,MNT-57439,Preventive Maintenance,2023-04-05,721.0326147080109,62.01567177158065,71.46820826805066,35.37776591519206,None,None,No incidents,OP-1986,32.967391793198715,Normal Load,Performance with a load of 721.0326147080109 KW and temperature 62.01567177158065°C. Stable operating conditions without any Incidents
TxID_1140,2005-08-19,2020-01-12,No major replacements,MNT-35118,Preventive Maintenance,2023-11-27,1688.1192434871025,20.19112532017033,53.522998687211214,17.721452646123264,None,None,No incidents,OP-5171,32.967391793198715,High Load,Performance with a load of 1688.1192434871025 KW and temperature 20.19112532017033°C. Stable operating conditions without any Incidents
TxID_4289,2005-04-02,2021-07-04,No major replacements,MNT-63268,Preventive Maintenance,2023-10-13,1516.6915192420802,43.837702296891635,27.02847557922171,49.56613192897117,None,None,No incidents,OP-1475,32.967391793198715,High Load,Performance with a load of 1516.6915192420802 KW and temperature 43.837702296891635°C. Stable operating conditions without any Incidents
TxID_3681,2000-11-28,2021-08-30,No major replacements,MNT-41036,Preventive Maintenance,2023-05-30,371.6222190443312,32.232646221856825,84.78983272461358,27.967596573025453,None,Flood,Flood occurred causing minor damage,OP-8813,32.967391793198715,Normal Load,Performance with a load of 371.6222190443312 KW and temperature 32.232646221856825°C. Operating conditions were impacted by Flood occurred causing minor damage.
TxID_6858,2010-05-10,2020-11-06,No major replacements,MNT-67845,Preventive Maintenance,2022-01-11,1396.1041462185958,27.871587654383887,83.70955715391321,4.15728614840728,None,None,No incidents,OP-9288,32.90671323005865,Normal Load,Performance with a load of 1396.1041462185958 KW and temperature 27.871587654383887°C. Stable operating conditions without any Incidents
TxID_9796,2012-11-20,2021-09-02,No major replacements,MNT-11591,Preventive Maintenance,2022-12-10,1187.9470522739052,72.82419678832807,33.62872076345372,2.9938041515940594,None,Storm,Severe weather affecting transformer,OP-6099,32.84567168232858,Normal Load,Performance with a load of 1187.9470522739052 KW and temperature 72.82419678832807°C. Operating conditions were impacted by Severe weather affecting transformer.
TxID_1475,2010-02-04,2023-09-06,No major replacements,MNT-37033,Preventive Maintenance,2023-10-05,313.41935066225335,21.199327738811917,39.93114790710614,29.631272923798186,None,None,No incidents,OP-7625,32.82524308364824,Normal Load,Performance with a load of 313.41935066225335 KW and temperature 21.199327738811917°C. Stable operating conditions without any Incidents
TxID_2973,2008-02-12,2020-01-27,Replaced major components,MNT-36522,Emergency Maintenance,2023-07-07,1643.1695437377525,86.51034365226616,82.89798558417291,11.43349373379211,None,None,No incidents,OP-6364,32.6810861524318,High Load,Performance with a load of 1643.1695437377525 KW and temperature 86.51034365226616°C. Stable operating conditions without any Incidents
TxID_8901,2008-03-28,2020-06-07,Replaced major components,MNT-46525,Emergency Maintenance,2020-11-18,832.4799161022071,21.572275442225255,89.20958782375214,23.871265924993267,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-5921,32.6810861524318,Normal Load,Performance with a load of 832.4799161022071 KW and temperature 21.572275442225255°C. Operating conditions were impacted by Lightning Strike occurred causing minor damage.
TxID_8458,2001-09-18,2020-10-08,No major replacements,MNT-52442,Preventive Maintenance,2021-05-04,1601.6232320513768,21.428460694456444,81.28149232843214,2.642897280680001,None,None,No incidents,OP-5568,32.66032504327071,High Load,Performance with a load of 1601.6232320513768 KW and temperature 21.428460694456444°C. Stable operating conditions without any Incidents
TxID_5906,2014-02-10,2022-06-17,No major replacements,MNT-37178,Preventive Maintenance,2023-03-20,520.672998708163,38.93562139894019,45.72847908962825,9.421585135364824,None,None,No incidents,OP-3456,32.639521607660015,Normal Load,Performance with a load of 520.672998708163 KW and temperature 38.93562139894019°C. Stable operating conditions without any Incidents
TxID_7655,2000-11-21,2020-02-02,No major replacements,MNT-15654,Preventive Maintenance,2020-11-02,1986.6368627959619,37.138278529718754,60.26358120734666,37.69761500018621,None,None,No incidents,OP-9278,32.61867567266205,High Load,Performance with a load of 1986.6368627959619 KW and temperature 37.138278529718754°C. Stable operating conditions without any Incidents
TxID_9750,2007-12-12,2020-11-18,No major replacements,MNT-87207,Preventive Maintenance,2021-11-12,120.80468622285298,89.5519183214991,21.22032498798844,27.003853995209976,None,None,No incidents,OP-7258,32.534863442688696,Normal Load,Performance with a load of 120.80468622285298 KW and temperature 89.5519183214991°C. Stable operating conditions without any Incidents
TxID_2404,2013-01-18,2023-05-13,No major replacements,MNT-61950,Preventive Maintenance,2023-10-10,1179.416692803375,37.56258291452569,98.11182599495545,43.811528757197635,None,None,No incidents,OP-4001,32.534863442688696,Normal Load,Performance with a load of 1179.416692803375 KW and temperature 37.56258291452569°C. Stable operating conditions without any Incidents
TxID_7722,2013-05-28,2023-11-14,No major replacements,MNT-22839,Preventive Maintenance,2023-11-15,988.2951240734627,25.780233887776145,50.653766263541485,24.90611013260059,None,None,No incidents,OP-1070,32.49269775610798,Normal Load,Performance with a load of 988.2951240734627 KW and temperature 25.780233887776145°C. Stable operating conditions without any Incidents
TxID_6633,2005-01-07,2020-11-17,No major replacements,MNT-25603,Preventive Maintenance,2023-12-03,1553.0568374810423,53.11026348173078,57.08491352770843,35.94319047879125,None,None,No incidents,OP-6064,32.471549392822546,High Load,Performance with a load of 1553.0568374810423 KW and temperature 53.11026348173078°C. Stable operating conditions without any Incidents
TxID_9446,2002-06-05,2022-10-27,No major replacements,MNT-48435,Preventive Maintenance,2023-02-04,631.457736573524,60.33118535163399,69.66133507722733,11.389591275621031,None,None,No incidents,OP-4934,32.471549392822546,Normal Load,Performance with a load of 631.457736573524 KW and temperature 60.33118535163399°C. Stable operating conditions without any Incidents
TxID_2543,2004-02-19,2021-08-10,No major replacements,MNT-10191,Preventive Maintenance,2022-07-06,1040.2325814493279,82.62493606327158,34.21638259024304,44.75908675898543,None,None,No incidents,OP-7899,32.471549392822546,Normal Load,Performance with a load of 1040.2325814493279 KW and temperature 82.62493606327158°C. Stable operating conditions without any Incidents
TxID_7577,2004-01-20,2022-06-29,No major replacements,MNT-27888,Preventive Maintenance,2023-08-28,1418.9378643535363,31.384028581505696,96.0859162386477,23.56921819953489,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-2233,32.471549392822546,Normal Load,Performance with a load of 1418.9378643535363 KW and temperature 31.384028581505696°C. Operating conditions were impacted by Lightning Strike occurred causing minor damage.
TxID_1651,2004-12-21,2022-11-20,No major replacements,MNT-82436,Preventive Maintenance,2023-06-20,1410.7733484919027,62.75874036136095,43.78149556197043,28.711896772658847,None,None,No incidents,OP-8375,32.471549392822546,Normal Load,Performance with a load of 1410.7733484919027 KW and temperature 62.75874036136095°C. Stable operating conditions without any Incidents
TxID_7815,2002-06-14,2023-08-27,No major replacements,MNT-43237,Preventive Maintenance,2023-10-27,84.41658632072165,50.28575495738254,35.549839696433416,18.24915075660601,None,None,No incidents,OP-7565,32.471549392822546,Normal Load,Performance with a load of 84.41658632072165 KW and temperature 50.28575495738254°C. Stable operating conditions without any Incidents
TxID_4973,2008-09-15,2023-02-23,No major replacements,MNT-51796,Preventive Maintenance,2023-11-19,1328.593136774668,34.30622637468304,74.61809521727733,43.58724847785752,None,None,No incidents,OP-9062,32.471549392822546,Normal Load,Performance with a load of 1328.593136774668 KW and temperature 34.30622637468304°C. Stable operating conditions without any Incidents
TxID_1358,2010-10-29,2023-10-20,No major replacements,MNT-19763,Preventive Maintenance,2023-12-26,1663.4966908982813,61.13469630027639,96.67414688154355,10.7716593309801,None,None,No incidents,OP-8033,32.471549392822546,High Load,Performance with a load of 1663.4966908982813 KW and temperature 61.13469630027639°C. Stable operating conditions without any Incidents
TxID_4150,2013-08-14,2020-10-31,No major replacements,MNT-97633,Preventive Maintenance,2022-01-10,1453.1932254698895,93.55082982933985,64.39491125765605,18.23001406948831,High Temperature Alert,None,No incidents,OP-5561,32.471549392822546,Normal Load,Performance with a load of 1453.1932254698895 KW and temperature 93.55082982933985°C. Stable operating conditions without any Incidents
TxID_5297,2000-07-21,2020-01-31,No major replacements,MNT-90419,Preventive Maintenance,2022-02-13,1108.333548004833,25.524641091436962,69.4246229256548,18.851080021520804,None,None,No incidents,OP-5710,32.471549392822546,Normal Load,Performance with a load of 1108.333548004833 KW and temperature 25.524641091436962°C. Stable operating conditions without any Incidents
TxID_3041,2000-11-04,2020-08-06,No major replacements,MNT-41092,Preventive Maintenance,2021-06-25,596.485352056856,21.51629689164637,73.75062772772095,30.876603155522687,None,None,No incidents,OP-7595,32.471549392822546,Normal Load,Performance with a load of 596.485352056856 KW and temperature 21.51629689164637°C. Stable operating conditions without any Incidents
TxID_6778,2008-02-18,2021-06-16,No major replacements,MNT-64426,Preventive Maintenance,2023-11-17,1711.049969826694,90.1652325897214,47.60675874855811,16.839871323374922,High Temperature Alert,Storm,Severe weather affecting transformer,OP-9226,32.471549392822546,High Load,Performance with a load of 1711.049969826694 KW and temperature 90.1652325897214°C. Operating conditions were impacted by Severe weather affecting transformer.
TxID_3220,2000-06-23,2020-07-27,No major replacements,MNT-90504,Preventive Maintenance,2023-02-03,80.44379553303988,83.70391661326562,52.90332864900604,23.111229470434893,None,None,No incidents,OP-9059,32.471549392822546,Normal Load,Performance with a load of 80.44379553303988 KW and temperature 83.70391661326562°C. Stable operating conditions without any Incidents
TxID_3661,2002-04-11,2022-12-05,No major replacements,MNT-35369,Preventive Maintenance,2023-05-05,441.9174537291061,88.15782000382657,42.51362341052918,3.0022232132794424,None,Storm,Severe weather affecting transformer,OP-9336,32.471549392822546,Normal Load,Performance with a load of 441.9174537291061 KW and temperature 88.15782000382657°C. Operating conditions were impacted by Severe weather affecting transformer.
TxID_2409,2013-10-19,2022-11-20,No major replacements,MNT-74359,Preventive Maintenance,2023-12-02,1839.2182088047944,81.02928214482402,60.270208392423115,21.343249887558684,None,None,No incidents,OP-4227,32.471549392822546,High Load,Performance with a load of 1839.2182088047944 KW and temperature 81.02928214482402°C. Stable operating conditions without any Incidents
TxID_5848,2005-05-26,2021-01-04,No major replacements,MNT-15336,Preventive Maintenance,2023-05-13,1888.1321118197927,45.54168715529242,66.60821875214398,16.72085569941895,None,None,No incidents,OP-4521,32.471549392822546,High Load,Performance with a load of 1888.1321118197927 KW and temperature 45.54168715529242°C. Stable operating conditions without any Incidents
TxID_2743,2001-06-17,2022-01-08,No major replacements,MNT-64811,Preventive Maintenance,2022-03-18,909.6717393672346,47.54657687453487,88.53746026663653,33.58458090224682,None,Flood,Flood occurred causing minor damage,OP-5239,32.471549392822546,Normal Load,Performance with a load of 909.6717393672346 KW and temperature 47.54657687453487°C. Operating conditions were impacted by Flood occurred causing minor damage.
TxID_2554,2004-07-26,2021-11-19,No major replacements,MNT-59275,Preventive Maintenance,2022-02-06,162.22818254061468,67.88259625491915,59.153907304080505,30.77270226169364,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-6007,32.471549392822546,Normal Load,Performance with a load of 162.22818254061468 KW and temperature 67.88259625491915°C. Operating conditions were impacted by Lightning Strike occurred causing minor damage.
TxID_8554,2010-09-28,2021-06-02,No major replacements,MNT-60954,Preventive Maintenance,2022-05-14,1953.3111993433222,55.88709941786567,55.75312913933413,30.13005644827334,None,None,No incidents,OP-1099,32.471549392822546,High Load,Performance with a load of 1953.3111993433222 KW and temperature 55.88709941786567°C. Stable operating conditions without any Incidents
TxID_7297,2002-12-27,2020-04-19,No major replacements,MNT-30595,Preventive Maintenance,2022-07-07,1045.9135403758037,31.547903348956822,82.04598030291922,25.212153791634513,None,None,No incidents,OP-8275,32.471549392822546,Normal Load,Performance with a load of 1045.9135403758037 KW and temperature 31.547903348956822°C. Stable operating conditions without any Incidents
TxID_4070,2003-06-20,2021-07-29,No major replacements,MNT-15158,Preventive Maintenance,2022-02-26,1378.1434177198444,58.60979893937702,63.527084231581135,16.58521550991126,None,None,No incidents,OP-8073,32.471549392822546,Normal Load,Performance with a load of 1378.1434177198444 KW and temperature 58.60979893937702°C. Stable operating conditions without any Incidents
TxID_9989,2004-05-21,2021-03-21,No major replacements,MNT-37910,Preventive Maintenance,2021-04-09,259.6888499213209,62.83873750686686,52.081159282836936,47.50675402121061,None,None,No incidents,OP-4299,32.471549392822546,Normal Load,Performance with a load of 259.6888499213209 KW and temperature 62.83873750686686°C. Stable operating conditions without any Incidents
